site_code,sample_id,site_id,day,month,year,Date,day_of_year,country,season,Latitude,Longitude,Heavily_modified,river_type,EQR,EQC
LTR33_2010,LTR33_2010_6.10.2010,LTR33,6,10,2010,6.10.2010,279,Lithuania,autumn,55.0839,23.4315,No,5,0.35,Poor
LTR33_2012,LTR33_2012_3.10.2012,LTR33,3,10,2012,3.10.2012,277,Lithuania,autumn,55.0839,23.4315,No,5,0.62,Good
LTR33_2013,LTR33_2013_9.10.2013,LTR33,9,10,2013,9.10.2013,282,Lithuania,autumn,55.0839,23.4315,No,5,0.76,Good
LTR33_2014,LTR33_2014_8.10.2014,LTR33,8,10,2014,8.10.2014,281,Lithuania,autumn,55.0839,23.4315,No,5,0.67,Good
LTR33_2015,LTR33_2015_7.10.2015,LTR33,7,10,2015,7.10.2015,280,Lithuania,autumn,55.0839,23.4315,No,5,0.73,Good
LTR33_2016,LTR33_2016_5.10.2016,LTR33,5,10,2016,5.10.2016,279,Lithuania,autumn,55.0839,23.4315,No,5,0.67,Good
LTR33_2017,LTR33_2017_4.10.2017,LTR33,4,10,2017,4.10.2017,277,Lithuania,autumn,55.0839,23.4315,No,5,0.86,Very good
LTR33_2020,LTR33_2020_7.10.2020,LTR33,7,10,2020,7.10.2020,281,Lithuania,autumn,55.0839,23.4315,No,5,0.56,Moderate
LTR387_2010,LTR387_2010_27.9.2010,LTR387,27,9,2010,27.9.2010,270,Lithuania,autumn,55.7003,24.4333,No,2,0.74,Good
LTR387_2012,LTR387_2012_24.9.2012,LTR387,24,9,2012,24.9.2012,268,Lithuania,autumn,55.7003,24.4333,No,2,0.65,Good
LTR387_2013,LTR387_2013_23.9.2013,LTR387,23,9,2013,23.9.2013,266,Lithuania,autumn,55.7003,24.4333,No,2,0.57,Moderate
LTR387_2014,LTR387_2014_24.9.2014,LTR387,24,9,2014,24.9.2014,267,Lithuania,autumn,55.7003,24.4333,No,2,0.62,Good
LTR387_2015,LTR387_2015_28.9.2015,LTR387,28,9,2015,28.9.2015,271,Lithuania,autumn,55.7003,24.4333,No,2,0.57,Moderate
LTR387_2016,LTR387_2016_26.9.2016,LTR387,26,9,2016,26.9.2016,270,Lithuania,autumn,55.7003,24.4333,No,2,0.51,Moderate
LTR387_2017,LTR387_2017_16.10.2017,LTR387,16,10,2017,16.10.2017,289,Lithuania,autumn,55.7003,24.4333,No,2,0.57,Moderate
LTR387_2020,LTR387_2020_22.9.2020,LTR387,22,9,2020,22.9.2020,266,Lithuania,autumn,55.7003,24.4333,No,2,0.61,Good
LTR40_2010,LTR40_2010_4.10.2010,LTR40,4,10,2010,4.10.2010,277,Lithuania,autumn,54.9537,23.801,No,4,0.27,Poor
LTR40_2012,LTR40_2012_1.10.2012,LTR40,1,10,2012,1.10.2012,275,Lithuania,autumn,54.9537,23.801,No,4,0.5,Moderate
LTR40_2013,LTR40_2013_7.10.2013,LTR40,7,10,2013,7.10.2013,280,Lithuania,autumn,54.9537,23.801,No,4,0.58,Moderate
LTR40_2014,LTR40_2014_6.10.2014,LTR40,6,10,2014,6.10.2014,279,Lithuania,autumn,54.9537,23.801,No,4,0.51,Moderate
LTR40_2015,LTR40_2015_5.10.2015,LTR40,5,10,2015,5.10.2015,278,Lithuania,autumn,54.9537,23.801,No,4,0.45,Moderate
LTR40_2016,LTR40_2016_3.10.2016,LTR40,3,10,2016,3.10.2016,277,Lithuania,autumn,54.9537,23.801,No,4,0.57,Moderate
LTR40_2017,LTR40_2017_2.10.2017,LTR40,2,10,2017,2.10.2017,275,Lithuania,autumn,54.9537,23.801,No,4,0.51,Moderate
LTR40_2020,LTR40_2020_5.10.2020,LTR40,5,10,2020,5.10.2020,279,Lithuania,autumn,54.9537,23.801,No,4,0.48,Moderate
LTR401_2010,LTR401_2010_7.9.2010,LTR401,7,9,2010,7.9.2010,250,Lithuania,autumn,54.6646,23.242,No,3,0.56,Moderate
LTR401_2012,LTR401_2012_25.9.2012,LTR401,25,9,2012,25.9.2012,269,Lithuania,autumn,54.6646,23.242,No,3,0.73,Good
LTR401_2013,LTR401_2013_10.10.2013,LTR401,10,10,2013,10.10.2013,283,Lithuania,autumn,54.6646,23.242,No,3,0.43,Moderate
LTR401_2014,LTR401_2014_2.10.2014,LTR401,2,10,2014,2.10.2014,275,Lithuania,autumn,54.6646,23.242,No,3,0.57,Moderate
LTR401_2015,LTR401_2015_5.10.2015,LTR401,5,10,2015,5.10.2015,278,Lithuania,autumn,54.6646,23.242,No,3,0.58,Moderate
LTR401_2016,LTR401_2016_11.10.2016,LTR401,11,10,2016,11.10.2016,285,Lithuania,autumn,54.6646,23.242,No,3,0.83,Very good
LTR401_2017,LTR401_2017_11.10.2017,LTR401,11,10,2017,11.10.2017,284,Lithuania,autumn,54.6646,23.242,No,3,0.48,Moderate
LTR401_2020,LTR401_2020_5.10.2020,LTR401,5,10,2020,5.10.2020,279,Lithuania,autumn,54.6646,23.242,No,3,0.5,Moderate
LTR41_2010,LTR41_2010_4.10.2010,LTR41,4,10,2010,4.10.2010,277,Lithuania,autumn,55.1774,23.8281,No,5,0.77,Good
LTR41_2012,LTR41_2012_1.10.2012,LTR41,1,10,2012,1.10.2012,275,Lithuania,autumn,55.1774,23.8281,No,5,0.68,Good
LTR41_2013,LTR41_2013_7.10.2013,LTR41,7,10,2013,7.10.2013,280,Lithuania,autumn,55.1774,23.8281,No,5,0.59,Moderate
LTR41_2014,LTR41_2014_6.10.2014,LTR41,6,10,2014,6.10.2014,279,Lithuania,autumn,55.1774,23.8281,No,5,1,Very good
LTR41_2015,LTR41_2015_5.10.2015,LTR41,5,10,2015,5.10.2015,278,Lithuania,autumn,55.1774,23.8281,No,5,0.86,Very good
LTR41_2016,LTR41_2016_3.10.2016,LTR41,3,10,2016,3.10.2016,277,Lithuania,autumn,55.1774,23.8281,No,5,0.62,Good
LTR41_2017,LTR41_2017_2.10.2017,LTR41,2,10,2017,2.10.2017,275,Lithuania,autumn,55.1774,23.8281,No,5,0.46,Moderate
LTR41_2020,LTR41_2020_5.10.2020,LTR41,5,10,2020,5.10.2020,279,Lithuania,autumn,55.1774,23.8281,No,5,0.6,Good
LTR43_2010,LTR43_2010_4.10.2010,LTR43,4,10,2010,4.10.2010,277,Lithuania,autumn,54.8387,25.742,No,4,0.77,Good
LTR43_2012,LTR43_2012_1.10.2012,LTR43,1,10,2012,1.10.2012,275,Lithuania,autumn,54.8387,25.742,No,4,0.43,Moderate
LTR43_2013,LTR43_2013_7.10.2013,LTR43,7,10,2013,7.10.2013,280,Lithuania,autumn,54.8387,25.742,No,4,0.48,Moderate
LTR43_2014,LTR43_2014_6.10.2014,LTR43,6,10,2014,6.10.2014,279,Lithuania,autumn,54.8387,25.742,No,4,0.49,Moderate
LTR43_2015,LTR43_2015_5.10.2015,LTR43,5,10,2015,5.10.2015,278,Lithuania,autumn,54.8387,25.742,No,4,0.57,Moderate
LTR43_2016,LTR43_2016_3.10.2016,LTR43,3,10,2016,3.10.2016,277,Lithuania,autumn,54.8387,25.742,No,4,0.71,Good
LTR43_2017,LTR43_2017_2.10.2017,LTR43,2,10,2017,2.10.2017,275,Lithuania,autumn,54.8387,25.742,No,4,0.59,Moderate
LTR43_2020,LTR43_2020_5.10.2020,LTR43,5,10,2020,5.10.2020,279,Lithuania,autumn,54.8387,25.742,No,4,0.38,Poor
LTR450_2010,LTR450_2010_7.10.2010,LTR450,7,10,2010,7.10.2010,280,Lithuania,autumn,56.0504,22.9727,No,2,0.61,Good
LTR450_2012,LTR450_2012_29.9.2012,LTR450,29,9,2012,29.9.2012,273,Lithuania,autumn,56.0504,22.9727,No,2,0.41,Moderate
LTR450_2013,LTR450_2013_3.10.2013,LTR450,3,10,2013,3.10.2013,276,Lithuania,autumn,56.0504,22.9727,No,2,0.54,Moderate
LTR450_2014,LTR450_2014_7.10.2014,LTR450,7,10,2014,7.10.2014,280,Lithuania,autumn,56.0504,22.9727,No,2,0.53,Moderate
LTR450_2015,LTR450_2015_8.10.2015,LTR450,8,10,2015,8.10.2015,281,Lithuania,autumn,56.0504,22.9727,No,2,0.38,Poor
LTR450_2016,LTR450_2016_26.9.2016,LTR450,26,9,2016,26.9.2016,270,Lithuania,autumn,56.0504,22.9727,No,2,0.52,Moderate
LTR450_2017,LTR450_2017_4.10.2017,LTR450,4,10,2017,4.10.2017,277,Lithuania,autumn,56.0504,22.9727,No,2,0.52,Moderate
LTR450_2020,LTR450_2020_12.10.2020,LTR450,12,10,2020,12.10.2020,286,Lithuania,autumn,56.0504,22.9727,No,2,0.38,Poor
LTR50_2010,LTR50_2010_5.10.2010,LTR50,5,10,2010,5.10.2010,278,Lithuania,autumn,54.9585,23.9399,No,5,0.52,Moderate
LTR50_2012,LTR50_2012_2.10.2012,LTR50,2,10,2012,2.10.2012,276,Lithuania,autumn,54.9585,23.9399,No,5,0.49,Moderate
LTR50_2013,LTR50_2013_8.10.2013,LTR50,8,10,2013,8.10.2013,281,Lithuania,autumn,54.9585,23.9399,No,5,0.39,Poor
LTR50_2014,LTR50_2014_7.10.2014,LTR50,7,10,2014,7.10.2014,280,Lithuania,autumn,54.9585,23.9399,No,5,0.56,Moderate
LTR50_2015,LTR50_2015_6.10.2015,LTR50,6,10,2015,6.10.2015,279,Lithuania,autumn,54.9585,23.9399,No,5,0.47,Moderate
LTR50_2016,LTR50_2016_4.10.2016,LTR50,4,10,2016,4.10.2016,278,Lithuania,autumn,54.9585,23.9399,No,5,0.37,Poor
LTR50_2017,LTR50_2017_3.10.2017,LTR50,3,10,2017,3.10.2017,276,Lithuania,autumn,54.9585,23.9399,No,5,0.58,Moderate
LTR50_2020,LTR50_2020_6.10.2020,LTR50,6,10,2020,6.10.2020,280,Lithuania,autumn,54.9585,23.9399,No,5,0.4,Moderate
LTR612_2010,LTR612_2010_11.10.2010,LTR612,11,10,2010,11.10.2010,284,Lithuania,autumn,55.0839,21.9061,Yes,4,0.33,Moderate
LTR612_2011,LTR612_2011_12.9.2011,LTR612,12,9,2011,12.9.2011,255,Lithuania,autumn,55.0839,21.9061,Yes,4,0.5,Good
LTR612_2012,LTR612_2012_8.10.2012,LTR612,8,10,2012,8.10.2012,282,Lithuania,autumn,55.0839,21.9061,Yes,4,0.32,Moderate
LTR612_2013,LTR612_2013_25.9.2013,LTR612,25,9,2013,25.9.2013,268,Lithuania,autumn,55.0839,21.9061,Yes,4,0.45,Moderate
LTR612_2014,LTR612_2014_13.10.2014,LTR612,13,10,2014,13.10.2014,286,Lithuania,autumn,55.0839,21.9061,Yes,4,0.3,Moderate
LTR612_2015,LTR612_2015_12.10.2015,LTR612,12,10,2015,12.10.2015,285,Lithuania,autumn,55.0839,21.9061,Yes,4,0.31,Moderate
LTR612_2016,LTR612_2016_12.9.2016,LTR612,12,9,2016,12.9.2016,256,Lithuania,autumn,55.0839,21.9061,Yes,4,0.5,Good
LTR612_2017,LTR612_2017_4.10.2017,LTR612,4,10,2017,4.10.2017,277,Lithuania,autumn,55.0839,21.9061,Yes,4,0.35,Moderate
LTR612_2020,LTR612_2020_14.9.2020,LTR612,14,9,2020,14.9.2020,258,Lithuania,autumn,55.0839,21.9061,Yes,4,0.48,Moderate
LTR62_2010,LTR62_2010_6.10.2010,LTR62,6,10,2010,6.10.2010,279,Lithuania,autumn,55.2527,25.9913,No,2,0.61,Good
LTR62_2012,LTR62_2012_3.10.2012,LTR62,3,10,2012,3.10.2012,277,Lithuania,autumn,55.2527,25.9913,No,2,0.6,Good
LTR62_2013,LTR62_2013_10.10.2013,LTR62,10,10,2013,10.10.2013,283,Lithuania,autumn,55.2527,25.9913,No,2,0.59,Moderate
LTR62_2014,LTR62_2014_8.10.2014,LTR62,8,10,2014,8.10.2014,281,Lithuania,autumn,55.2527,25.9913,No,2,0.71,Good
LTR62_2015,LTR62_2015_6.10.2015,LTR62,6,10,2015,6.10.2015,279,Lithuania,autumn,55.2527,25.9913,No,2,0.68,Good
LTR62_2016,LTR62_2016_4.10.2016,LTR62,4,10,2016,4.10.2016,278,Lithuania,autumn,55.2527,25.9913,No,2,0.8,Very good
LTR62_2017,LTR62_2017_3.10.2017,LTR62,3,10,2017,3.10.2017,276,Lithuania,autumn,55.2527,25.9913,No,2,1,Very good
LTR62_2020,LTR62_2020_12.10.2020,LTR62,12,10,2020,12.10.2020,286,Lithuania,autumn,55.2527,25.9913,No,2,0.52,Moderate
LTR65_2010,LTR65_2010_6.10.2010,LTR65,6,10,2010,6.10.2010,279,Lithuania,autumn,54.9606,25.7104,No,5,0.85,Very Good
LTR65_2012,LTR65_2012_3.10.2012,LTR65,3,10,2012,3.10.2012,277,Lithuania,autumn,54.9606,25.7104,No,5,0.75,Good
LTR65_2013,LTR65_2013_10.10.2013,LTR65,10,10,2013,10.10.2013,283,Lithuania,autumn,54.9606,25.7104,No,5,0.8,Very Good
LTR65_2014,LTR65_2014_8.10.2014,LTR65,8,10,2014,8.10.2014,281,Lithuania,autumn,54.9606,25.7104,No,5,0.83,Very good
LTR65_2015,LTR65_2015_6.10.2015,LTR65,6,10,2015,6.10.2015,279,Lithuania,autumn,54.9606,25.7104,No,5,0.91,Very good
LTR65_2016,LTR65_2016_4.10.2016,LTR65,4,10,2016,4.10.2016,278,Lithuania,autumn,54.9606,25.7104,No,5,0.77,Good
LTR65_2017,LTR65_2017_3.10.2017,LTR65,3,10,2017,3.10.2017,276,Lithuania,autumn,54.9606,25.7104,No,5,0.58,Moderate
LTR65_2020,LTR65_2020_12.10.2020,LTR65,12,10,2020,12.10.2020,286,Lithuania,autumn,54.9606,25.7104,No,5,0.78,Good
LTR70_2010,LTR70_2010_4.10.2010,LTR70,4,10,2010,4.10.2010,277,Lithuania,autumn,54.1106,24.2801,No,5,0.86,Very Good
LTR70_2012,LTR70_2012_1.10.2012,LTR70,1,10,2012,1.10.2012,275,Lithuania,autumn,54.1106,24.2801,No,5,0.59,Moderate
LTR70_2013,LTR70_2013_7.10.2013,LTR70,7,10,2013,7.10.2013,280,Lithuania,autumn,54.1106,24.2801,No,5,0.58,Moderate
LTR70_2014,LTR70_2014_2.10.2014,LTR70,2,10,2014,2.10.2014,275,Lithuania,autumn,54.1106,24.2801,No,5,0.79,Good
LTR70_2015,LTR70_2015_5.10.2015,LTR70,5,10,2015,5.10.2015,278,Lithuania,autumn,54.1106,24.2801,No,5,0.62,Good
LTR70_2016,LTR70_2016_17.10.2016,LTR70,17,10,2016,17.10.2016,291,Lithuania,autumn,54.1106,24.2801,No,5,0.53,Moderate
LTR70_2017,LTR70_2017_16.10.2017,LTR70,16,10,2017,16.10.2017,289,Lithuania,autumn,54.1106,24.2801,No,5,0.67,Good
LTR70_2020,LTR70_2020_5.10.2020,LTR70,5,10,2020,5.10.2020,279,Lithuania,autumn,54.1106,24.2801,No,5,0.63,Good
LTR78_2010,LTR78_2010_12.10.2010,LTR78,12,10,2010,12.10.2010,285,Lithuania,autumn,56.1999,21.5737,No,3,0.47,Moderate
LTR78_2011,LTR78_2011_13.9.2011,LTR78,13,9,2011,13.9.2011,256,Lithuania,autumn,56.1999,21.5737,No,3,0.49,Moderate
LTR78_2012,LTR78_2012_11.9.2012,LTR78,11,9,2012,11.9.2012,255,Lithuania,autumn,56.1999,21.5737,No,3,0.59,Moderate
LTR78_2013,LTR78_2013_18.9.2013,LTR78,18,9,2013,18.9.2013,261,Lithuania,autumn,56.1999,21.5737,No,3,0.3,Poor
LTR78_2014,LTR78_2014_14.10.2014,LTR78,14,10,2014,14.10.2014,287,Lithuania,autumn,56.1999,21.5737,No,3,0.63,Good
LTR78_2015,LTR78_2015_16.9.2015,LTR78,16,9,2015,16.9.2015,259,Lithuania,autumn,56.1999,21.5737,No,3,0.54,Moderate
LTR78_2016,LTR78_2016_13.9.2016,LTR78,13,9,2016,13.9.2016,257,Lithuania,autumn,56.1999,21.5737,No,3,0.59,Moderate
LTR78_2017,LTR78_2017_5.10.2017,LTR78,5,10,2017,5.10.2017,278,Lithuania,autumn,56.1999,21.5737,No,3,0.58,Moderate
LTR78_2020,LTR78_2020_15.9.2020,LTR78,15,9,2020,15.9.2020,259,Lithuania,autumn,56.1999,21.5737,No,3,0.68,Good
LTR787_2010,LTR787_2010_7.10.2010,LTR787,7,10,2010,7.10.2010,280,Lithuania,autumn,55.8322,21.8818,No,3,1,Very Good
LTR787_2012,LTR787_2012_27.9.2012,LTR787,27,9,2012,27.9.2012,271,Lithuania,autumn,55.8322,21.8818,No,3,0.92,Very Good
LTR787_2013,LTR787_2013_24.9.2013,LTR787,24,9,2013,24.9.2013,267,Lithuania,autumn,55.8322,21.8818,No,3,0.95,Very Good
LTR787_2014,LTR787_2014_25.9.2014,LTR787,25,9,2014,25.9.2014,268,Lithuania,autumn,55.8322,21.8818,No,3,0.92,Very good
LTR787_2015,LTR787_2015_12.10.2015,LTR787,12,10,2015,12.10.2015,285,Lithuania,autumn,55.8322,21.8818,No,3,0.95,Very good
LTR787_2016,LTR787_2016_29.9.2016,LTR787,29,9,2016,29.9.2016,273,Lithuania,autumn,55.8322,21.8818,No,3,0.9,Very good
LTR787_2017,LTR787_2017_3.10.2017,LTR787,3,10,2017,3.10.2017,276,Lithuania,autumn,55.8322,21.8818,No,3,0.89,Very good
LTR787_2020,LTR787_2020_19.10.2020,LTR787,19,10,2020,19.10.2020,293,Lithuania,autumn,55.8322,21.8818,No,3,0.41,Moderate
LTR79_2010,LTR79_2010_12.10.2010,LTR79,12,10,2010,12.10.2010,285,Lithuania,autumn,56.2862,21.5012,No,3,0.33,Poor
LTR79_2011,LTR79_2011_13.9.2011,LTR79,13,9,2011,13.9.2011,256,Lithuania,autumn,56.2862,21.5012,No,3,0.56,Moderate
LTR79_2012,LTR79_2012_11.9.2012,LTR79,11,9,2012,11.9.2012,255,Lithuania,autumn,56.2862,21.5012,No,3,0.53,Moderate
LTR79_2013,LTR79_2013_18.9.2013,LTR79,18,9,2013,18.9.2013,261,Lithuania,autumn,56.2862,21.5012,No,3,0.56,Moderate
LTR79_2014,LTR79_2014_14.10.2014,LTR79,14,10,2014,14.10.2014,287,Lithuania,autumn,56.2862,21.5012,No,3,0.4,Moderate
LTR79_2015,LTR79_2015_16.9.2015,LTR79,16,9,2015,16.9.2015,259,Lithuania,autumn,56.2862,21.5012,No,3,0.53,Moderate
LTR79_2016,LTR79_2016_13.9.2016,LTR79,13,9,2016,13.9.2016,257,Lithuania,autumn,56.2862,21.5012,No,3,0.66,Good
LTR79_2017,LTR79_2017_5.10.2017,LTR79,5,10,2017,5.10.2017,278,Lithuania,autumn,56.2862,21.5012,No,3,0.52,Moderate
LTR79_2020,LTR79_2020_15.9.2020,LTR79,15,9,2020,15.9.2020,259,Lithuania,autumn,56.2862,21.5012,No,3,0.77,Good
LTR82_2010,LTR82_2010_7.10.2010,LTR82,7,10,2010,7.10.2010,280,Lithuania,autumn,56.3953,22.2333,No,5,0.65,Good
LTR82_2012,LTR82_2012_27.9.2012,LTR82,27,9,2012,27.9.2012,271,Lithuania,autumn,56.3953,22.2333,No,5,0.83,Very Good
LTR82_2013,LTR82_2013_30.9.2013,LTR82,30,9,2013,30.9.2013,273,Lithuania,autumn,56.3953,22.2333,No,5,0.75,Good
LTR82_2014,LTR82_2014_17.9.2014,LTR82,17,9,2014,17.9.2014,260,Lithuania,autumn,56.3953,22.2333,No,5,0.58,Moderate
LTR82_2015,LTR82_2015_7.10.2015,LTR82,7,10,2015,7.10.2015,280,Lithuania,autumn,56.3953,22.2333,No,5,0.79,Good
LTR82_2017,LTR82_2017_24.10.2017,LTR82,24,10,2017,24.10.2017,297,Lithuania,autumn,56.3953,22.2333,No,5,0.61,Good
LTR82_2019,LTR82_2019_3.10.2019,LTR82,3,10,2019,3.10.2019,276,Lithuania,autumn,56.3953,22.2333,No,5,0.5,Moderate
LTR82_2020,LTR82_2020_19.10.2020,LTR82,19,10,2020,19.10.2020,293,Lithuania,autumn,56.3953,22.2333,No,5,0.48,Moderate
LTR86_2010,LTR86_2010_27.9.2010,LTR86,27,9,2010,27.9.2010,270,Lithuania,autumn,56.2289,24.4075,No,5,0.54,Moderate
LTR86_2012,LTR86_2012_24.9.2012,LTR86,24,9,2012,24.9.2012,268,Lithuania,autumn,56.2289,24.4075,No,5,0.54,Moderate
LTR86_2013,LTR86_2013_24.9.2013,LTR86,24,9,2013,24.9.2013,267,Lithuania,autumn,56.2289,24.4075,No,5,0.55,Moderate
LTR86_2014,LTR86_2014_24.9.2014,LTR86,24,9,2014,24.9.2014,267,Lithuania,autumn,56.2289,24.4075,No,5,0.56,Moderate
LTR86_2015,LTR86_2015_28.9.2015,LTR86,28,9,2015,28.9.2015,271,Lithuania,autumn,56.2289,24.4075,No,5,0.5,Moderate
LTR86_2016,LTR86_2016_26.9.2016,LTR86,26,9,2016,26.9.2016,270,Lithuania,autumn,56.2289,24.4075,No,5,0.48,Moderate
LTR86_2017,LTR86_2017_16.10.2017,LTR86,16,10,2017,16.10.2017,289,Lithuania,autumn,56.2289,24.4075,No,5,0.38,Poor
LTR86_2020,LTR86_2020_21.9.2020,LTR86,21,9,2020,21.9.2020,265,Lithuania,autumn,56.2289,24.4075,No,5,0.36,Poor
LTR88_2010,LTR88_2010_5.10.2010,LTR88,5,10,2010,5.10.2010,278,Lithuania,autumn,56.3422,23.6155,Yes,1,0.42,Moderate
LTR88_2012,LTR88_2012_11.9.2012,LTR88,11,9,2012,11.9.2012,255,Lithuania,autumn,56.3422,23.6155,Yes,1,0.58,Good
LTR88_2013,LTR88_2013_16.10.2013,LTR88,16,10,2013,16.10.2013,289,Lithuania,autumn,56.3422,23.6155,Yes,1,0.43,Moderate
LTR88_2014,LTR88_2014_23.9.2014,LTR88,23,9,2014,23.9.2014,266,Lithuania,autumn,56.3422,23.6155,Yes,1,0.42,Moderate
LTR88_2015,LTR88_2015_21.10.2015,LTR88,21,10,2015,21.10.2015,294,Lithuania,autumn,56.3422,23.6155,Yes,1,0.48,Moderate
LTR88_2016,LTR88_2016_27.11.2016,LTR88,27,11,2016,27.11.2016,332,Lithuania,autumn,56.3422,23.6155,Yes,1,0.43,Moderate
LTR88_2017,LTR88_2017_14.11.2017,LTR88,14,11,2017,14.11.2017,318,Lithuania,autumn,56.3422,23.6155,Yes,1,0.44,Moderate
LTR88_2020,LTR88_2020_26.10.2020,LTR88,26,10,2020,26.10.2020,300,Lithuania,autumn,56.3422,23.6155,Yes,1,0.51,Good
LTR92_2010,LTR92_2010_27.9.2010,LTR92,27,9,2010,27.9.2010,270,Lithuania,autumn,56.1721,24.6351,No,3,0.6,Good
LTR92_2012,LTR92_2012_24.9.2012,LTR92,24,9,2012,24.9.2012,268,Lithuania,autumn,56.1721,24.6351,No,3,0.7,Good
LTR92_2013,LTR92_2013_23.9.2013,LTR92,23,9,2013,23.9.2013,266,Lithuania,autumn,56.1721,24.6351,No,3,0.57,Moderate
LTR92_2014,LTR92_2014_24.9.2014,LTR92,24,9,2014,24.9.2014,267,Lithuania,autumn,56.1721,24.6351,No,3,0.48,Moderate
LTR92_2015,LTR92_2015_28.9.2015,LTR92,28,9,2015,28.9.2015,271,Lithuania,autumn,56.1721,24.6351,No,3,0.63,Good
LTR92_2016,LTR92_2016_26.9.2016,LTR92,26,9,2016,26.9.2016,270,Lithuania,autumn,56.1721,24.6351,No,3,0.64,Good
LTR92_2017,LTR92_2017_13.10.2017,LTR92,13,10,2017,13.10.2017,286,Lithuania,autumn,56.1721,24.6351,No,3,0.63,Good
LTR92_2020,LTR92_2020_23.9.2020,LTR92,23,9,2020,23.9.2020,267,Lithuania,autumn,56.1721,24.6351,No,3,0.6,Good
